Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
5734,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,10th Std-Below 12th Std,5 and more,2,Employed,Remained the same,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
5735,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,12th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5736,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,12th Std,3 or 4,2,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5737,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,12th Std,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
5738,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,Graduate,1 to 2,1,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5739,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,Graduate,1 to 2,2,Employed,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5740,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,Graduate,3 or 4,2,Self Employed/ Business,Remained the same,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5741,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vikhroli ,Graduate,3 or 4,3,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5742,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,10th Std-Below 12th Std,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will worsen,Increased,Will increase,Remained the same,Remain the same
5743,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,12th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5744,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,12th Std,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5745,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,12th Std,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5746,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Remained the same,Remain the same,,
5747,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,Below 5th Std,1 to 2,1,Employed,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Worsened,Will worsen,Remained the same,Remain the same,,
5748,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,Graduate,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Remained the same,Remain the same,,
5749,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,Graduate,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5750,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,Graduate,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Remain the same
5751,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Vile Parle ,Graduate,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5752,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Wadala ,Graduate,3 or 4,1,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,,Remain the same
5753,41,Mar-18,Mumbai,22-29 year,Male,Rs. 1 to less than 3 lakh,Worli ,Graduate,3 or 4,2,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5754,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Anushakti Nagar ,Graduate,3 or 4,1,Self Employed/ Business,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5755,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Borivali ,Graduate,5 and more,3,Employed,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
5756,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Chandivali ,Graduate,1 to 2,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5757,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Chandivali ,Graduate,5 and more,3,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same
5758,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Chembur  ,5th Std-Below 10th Std,5 and more,2,Unemployed,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5759,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dhaisar ,10th Std-Below 12th Std,1 to 2,2,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will decrease
5760,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dhaisar ,10th Std-Below 12th Std,3 or 4,3,Employed,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Decreased,Will increase,,Remain the same
5761,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dhaisar ,Graduate,3 or 4,3,Employed,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
5762,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dindoshi ,10th Std-Below 12th Std,3 or 4,2,Employed,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5763,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dindoshi ,Graduate,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Remain the same,Remained the same,Remain the same,Increased,Will decrease,Improved,Will improve,Remained the same,Remain the same,,
5764,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Ghatkopar East ,Graduate,1 to 2,1,Employed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
5765,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Jogeswari East ,Graduate,5 and more,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
5766,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Kurla (SC) ,Graduate,5 and more,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5767,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Mankhurd shivaji nagar ,5th Std-Below 10th Std,5 and more,2,Employed,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
5768,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Mankhurd shivaji nagar ,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will improve,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will decrease
5769,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Mulund ,5th Std-Below 10th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will increase,Decreased,Will increase
5770,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Sion Koliwada ,Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5771,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vikhroli ,Graduate,1 to 2,1,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will decrease,Remained the same,
5772,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vile Parle ,12th Std,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5773,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vile Parle ,Post Graduate,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5774,41,Mar-18,Mumbai,22-29 year,Male,Rs. 3 lakh to 5 lakh,Vile Parle ,Post Graduate,5 and more,2,Employed,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
5775,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Charkop ,Graduate,3 or 4,3,Employed,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5776,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Dhaisar ,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5777,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Jogeswari East ,Post Graduate,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
5778,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Kurla (SC) ,Post Graduate,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5779,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Kurla (SC) ,Post Graduate,5 and more,2,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,,
5780,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Magathane ,12th Std,3 or 4,3,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
5781,41,Mar-18,Mumbai,22-29 year,Male,Rs. 5 lakh or more,Vandre West ,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5782,41,Mar-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Anushakti Nagar ,5th Std-Below 10th Std,5 and more,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5783,41,Mar-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Borivali ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Remained the same,Remain the same,,
5784,41,Mar-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Borivali ,12th Std,3 or 4,1,House wife,Remained the same,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Remain the same,Remained the same,Will improve,Remained the same,Remain the same,,
5785,41,Mar-18,Mumbai,30-39 year,Female,Rs. 1 lakh or less,Borivali ,12th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will decrease,Increased,
