Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
5866,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Malabar Hill ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5867,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Malabar Hill ,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5868,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Malabar Hill ,Graduate,3 or 4,1,House wife,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
5869,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mankhurd shivaji nagar ,5th Std-Below 10th Std,1 to 2,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Increased,
5870,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mankhurd shivaji nagar ,Below 5th Std,1 to 2,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Increased,
5871,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mulund ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Remain the same
5872,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mulund ,12th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Remained the same,Will increase,,Will increase
5873,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mulund ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
5874,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mulund ,Graduate,5 and more,3,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Remain the same,Remained the same,
5875,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mumbadevi ,Graduate,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5876,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Mumbadevi ,Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5877,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Shivadi ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Remained the same,Will increase,,Will decrease
5878,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Sion Koliwada ,Post Graduate,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5879,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Vandre West ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase
5880,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Vikhroli ,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5881,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Vikhroli ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5882,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Vikhroli ,5th Std-Below 10th Std,3 or 4,2,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5883,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Vikhroli ,Graduate,3 or 4,2,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Remain the same
5884,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Worli ,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
5885,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Worli ,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5886,43,Jun-18,Mumbai,30-39 year,Female,Rs. 1 to less than 3 lakh,Worli ,Graduate,5 and more,1,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5887,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Byculla ,Graduate,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
5888,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Dhaisar ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5889,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Malabar Hill ,10th Std-Below 12th Std,3 or 4,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5890,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Shivadi ,Post Graduate,5 and more,2,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5891,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Sion Koliwada ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5892,43,Jun-18,Mumbai,30-39 year,Female,Rs. 3 lakh to 5 lakh,Vile Parle ,12th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
5893,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Andheri West ,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Improved,Will improve,Remained the same,Will decrease,,
5894,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Bhandup West ,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
5895,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Bhandup West ,Below 5th Std,5 and more,1,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5896,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Borivali ,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5897,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Borivali ,5th Std-Below 10th Std,3 or 4,1,Employed,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Remain the same
5898,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Borivali ,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
5899,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Chandivali ,12th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5900,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Chandivali ,Below 5th Std,3 or 4,1,Daily worker,Improved,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Improved,Will improve,Remained the same,Will increase,,Will increase
5901,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,12th Std,3 or 4,1,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5902,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,5th Std-Below 10th Std,5 and more,1,Daily worker,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5903,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,5th Std-Below 10th Std,5 and more,1,Employed,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Remain the same,Remained the same,
5904,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,5th Std-Below 10th Std,5 and more,1,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5905,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
5906,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
5907,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Charkop ,Below 5th Std,5 and more,2,Employed,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5908,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Chembur  ,5th Std-Below 10th Std,5 and more,1,Employed,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
5909,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Colaba ,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
5910,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Dhaisar ,5th Std-Below 10th Std,1 to 2,1,Self Employed/ Business,Improved,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same
5911,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Dhaisar ,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Remained the same,Will increase,,Remain the same
5912,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Dindoshi ,5th Std-Below 10th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
5913,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Ghatkopar East ,5th Std-Below 10th Std,3 or 4,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
5914,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Goregaon ,12th Std,5 and more,3,Daily worker,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Decreased,Will increase
5915,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Goregaon ,5th Std-Below 10th Std,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
5916,43,Jun-18,Mumbai,30-39 year,Male,Rs. 1 lakh or less,Jogeswari East ,5th Std-Below 10th Std,3 or 4,2,Unemployed,Worsened,Will improve,Decreased,Will increase,Remained the same,Remain the same,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
