Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
4145,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Below 5th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Will increase
4146,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Illiterate,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will decrease,Improved,Will improve,Increased,Will decrease,Remained the same,
4147,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,12th Std,5 and more,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Decreased,Will increase
4148,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,5th Std-Below 10th Std,1 to 2,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4149,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Post Graduate,5 and more,2,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will decrease,Decreased,
4150,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CENTRAL,Graduate,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
4151,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will improve,Decreased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will decrease
4152,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Post Graduate,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4153,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,Post Graduate,3 or 4,1,House wife,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
4154,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW WEST,Graduate,5 and more,2,House wife,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4155,44,Sep-18,Lucknow,30-39 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW WEST,Post Graduate,5 and more,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Remain the same,Increased,
4156,44,Sep-18,Lucknow,30-39 year,Female,Rs. 3 lakh to 5 lakh,LUCKNOW CENTRAL,Below 5th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Remain the same,Increased,
4157,44,Sep-18,Lucknow,30-39 year,Female,Rs. 3 lakh to 5 lakh,LUCKNOW NORTH,Post Graduate,5 and more,3,Employed,Remained the same,Will improve,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Will improve,Decreased,Remain the same,,
4158,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Decreased,Remain the same,,
4159,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW CANTT,12th Std,5 and more,5,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Remain the same,Remained the same,
4160,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW CENTRAL,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will improve,Decreased,Will decrease,Decreased,Remain the same,Decreased,Remain the same,Decreased,Will decrease,Worsened,Remain the same,Increased,Remain the same,Increased,
4161,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
4162,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW CENTRAL,Below 5th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4163,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW NORTH,Below 5th Std,5 and more,2,Daily worker,Worsened,Remain the same,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4164,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW WEST,12th Std,3 or 4,1,Unemployed,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will decrease,Improved,Will improve,Decreased,Will decrease,,
4165,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 lakh or less,LUCKNOW WEST,Illiterate,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
4166,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW EAST,10th Std-Below 12th Std,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Decreased,Remain the same,,
4167,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Graduate,1 to 2,1,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4168,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Graduate,5 and more,1,Unemployed,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4169,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW NORTH,10th Std-Below 12th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4170,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW WEST,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Remain the same,Decreased,Remain the same,Decreased,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4171,44,Sep-18,Lucknow,30-39 year,Male,Rs. 1 to less than 3 lakh,LUCKNOW WEST,12th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
4172,44,Sep-18,Lucknow,30-39 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW CANTT,12th Std,3 or 4,1,Employed,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
4173,44,Sep-18,Lucknow,30-39 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW CANTT,Post Graduate,3 or 4,4,Employed,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
4174,44,Sep-18,Lucknow,30-39 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW CENTRAL,Graduate,5 and more,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4175,44,Sep-18,Lucknow,30-39 year,Male,Rs. 3 lakh to 5 lakh,LUCKNOW EAST,10th Std-Below 12th Std,3 or 4,3,Self Employed/ Business,Worsened,Remain the same,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Remain the same,Increased,
4176,44,Sep-18,Lucknow,30-39 year,Male,Rs. 5 lakh or more,LUCKNOW EAST,Graduate,3 or 4,1,Employed,Improved,Will improve,Increased,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Remain the same,Remained the same,
4177,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Below 5th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Will decrease,,
4178,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CANTT,Graduate,3 or 4,2,House wife,Improved,Remain the same,Remained the same,Remain the same,Remained the same,Will decrease,Remained the same,Will decrease,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4179,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will decrease,Increased,
4180,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
4181,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Below 5th Std,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
4182,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW CENTRAL,Illiterate,1 to 2,1,House wife,Worsened,Will worsen,Decreased,Remain the same,Decreased,Remain the same,Decreased,Remain the same,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4183,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will decrease
4184,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,12th Std,5 and more,4,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Remain the same
4185,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Graduate,5 and more,2,House wife,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Decreased,Will decrease,,
4186,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW EAST,Post Graduate,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4187,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW NORTH,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
4188,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW NORTH,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Remain the same,Increased,
4189,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 lakh or less,LUCKNOW WEST,Graduate,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
4190,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
4191,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4192,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
4193,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Graduate,3 or 4,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
4194,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CANTT,Post Graduate,3 or 4,2,Self Employed/ Business,Remained the same,Will worsen,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Remained the same,
4195,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW CENTRAL,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
4196,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,12th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Decreased,Remain the same,Increased,Remain the same,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
4197,44,Sep-18,Lucknow,40-59 year,Female,Rs. 1 to less than 3 lakh,LUCKNOW EAST,Graduate,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Decreased,
